CAZyme	ART45	ART46	ART47	ART48	ART49	ART50	CIGOMA4	CIGOMD18	DELGOM54	DELGOM55	DELGOM56	DELGOM57	DELGOM58	DELGOM59	DELGOM60	DSANT06	DSANT08	DSANT09	DSANT11	DSANT95	GBGOC44	GBGOC45	GBGOC47	GYRPAC92	HRSPAC47	HRSPAC64	HRSPAC65	KJGOM4	KJGOM5	KJGOM6	KOR52	KOR58	LOKART30	LOKART60	LOKART62	LOKART95	MARPAC23	SMMPAC33	SMMPAC46
GH62	0.0788599	0.137509	0.172115	0	0	0	0.273694	2.38041	0	0.367124	1.01424	0.370685	0	0	0	0.35893	0.356243	0.307088	0.370705	0	0	0	0.644591	0.236016	0	0.218825	0	0.258772	1.10026	2.38825	0.754575	0	1.22132	2.41203	1.91223	1.40864	0	1.79171	1.42713
GH63	0	0.137509	0	0.209534	0.221282	0	0	0.238041	0	0	0	0	0	0	0	0.71786	0	0.921265	1.48282	0.390749	1.60112	2.06353	0.966887	0	1.59801	1.53177	0	0	0	0	0.125763	0	0.271405	0.301504	0.521517	0.422592	0	0.732974	0
GH64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0	0.228732	0.257941	0.483443	0	0	0.218825	0	0	0.275066	0	0	0	1.35703	0.603008	0.521517	0.422592	0	0	0
GH65	0.31544	0.137509	0.172115	0	0	0.169998	0	0	0	0.367124	0	0	0	0	0	1.79465	0.356243	1.22835	0.370705	0	0	0	0.161148	0	0	0	0	0	0	0	0	0	0.135703	0	0.260758	0	0	0.0814416	0
GH66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257941	0.322296	0	0.799006	0.43765	0	0	0	0	0	0	0.271405	0	0.173839	0	0	0	0
GH67	0	0.0687547	0	0	0	0	0	0.238041	0	0	0	0.370685	0	0	0	0	0	0	0	0.781498	0	0	0.161148	0	0	0	0	0	0	0	0.251525	0.56637	0.949918	0.603008	0.695356	0.140864	0	0.325766	0
GH71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869195	0	0	0	0
GH73	7.41283	6.73796	3.35625	2.51441	3.98308	7.4799	3.01063	0.476083	0	0.367124	0.507118	0	1.09475	0.663065	1.20576	21.5358	15.3185	15.6615	7.78481	18.3652	5.94702	4.90087	20.3046	0.472032	19.1761	17.2872	13.1999	2.32895	1.10026	0.895592	8.55185	9.6283	1.22132	0.603008	1.73839	1.26778	0.654221	5.78235	4.99497
GH74	1.34062	1.16883	1.03269	0.419069	1.10641	0.509993	1.91586	2.61845	0.570015	1.83562	0	1.85342	0	0	0	5.38395	4.98741	8.90556	1.11212	1.563	3.43097	2.83735	4.99558	0.472032	0.799006	1.53177	0.942847	2.07017	2.20053	1.49265	3.89864	1.69911	0.949918	2.11053	2.17299	1.9721	5.23377	1.9546	1.42713
GH75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GH76	0.0788599	0.0687547	0	0	0.221282	0.169998	0	0	0	0	0	0	0	0	0	2.51251	1.78122	1.84253	0	0.390749	0	0	0.161148	0	0	0.218825	0	0	0	0.895592	0.125763	0	0.135703	0	0.0869195	0	0	0	0
GH77	0.23658	0.412528	0.258173	0	0.663847	0.339995	0.547388	0	0.570015	0	0	0.370685	0	0	0	0.35893	1.42497	0.307088	1.85353	2.73524	0.914926	0.257941	0.161148	0.236016	0	0.218825	0.942847	0.258772	0.550131	0.298531	0.628813	0	0.407108	0	0.0869195	0.281728	0.654221	0.814416	0.237856
GH78	0.31544	0.343774	0.0860576	0	0	0.169998	0.273694	0.952165	0	0	0.507118	0	0	0	0	16.8697	7.83735	5.52759	1.11212	3.51674	8.0056	4.90087	10.9581	0	1.59801	5.03297	0	0	1.10026	0.597061	4.65321	1.13274	11.1276	2.71353	6.2582	3.9442	0	5.04938	2.1407
GH79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228732	0	0	0	0	0	0	0	0	0	0	0	0.271405	0	0	0.140864	0	0.0814416	0
GH8	0.3943	0.275019	0	0	0.442565	0	0.547388	0	0.570015	0	0	0.741369	0	0	0	0.35893	0.356243	0.307088	0	2.73524	4.11717	3.09529	3.7064	0	1.59801	0.656475	0	0.258772	1.37533	0.597061	0.50305	0.56637	1.22132	0.904511	0.956114	0.845185	0.654221	0.488649	0
GH81	0.0788599	0	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0	1.17225	0	0	0.322296	0	0.799006	0.218825	0	0	0.275066	0	0.377288	1.69911	0.271405	0	0.0869195	0.140864	0	0.0814416	0
GH82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0.0814416	0
GH84	0	0.275019	0.344231	0.209534	0.221282	0	0	0.476083	0	0	0	0.370685	0	0	0	0	0.712486	0	0.74141	1.563	0.686195	0.773822	1.61148	0	0	0.656475	0.942847	0	0.550131	0	0.251525	0.56637	0.135703	0.301504	0.173839	0.140864	0.654221	0.325766	0
GH85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	1.06873	0.307088	0.74141	1.563	0	0.257941	0.322296	0	0	0	0	0	0	0	0.251525	0	0	0	0	0	0	0.162883	0.237856
GH86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30716	0.356243	0.921265	0	0	0	0	0	0	0	0	0	0	0	0	0.377288	0	0.271405	0	0.173839	0	0	0	0
GH87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228732	0.515882	0.161148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH88	0.31544	0	0.430288	0	0	0.339995	0	0.238041	0	0	0	0.370685	0	0.663065	0.602881	7.1786	2.4937	2.45671	0.370705	5.47049	1.14366	0.773822	1.28918	0	0	0.8753	0	0.258772	0.275066	0.895592	2.38949	0.56637	2.84975	0.603008	1.47763	1.54951	0	0.814416	0.237856
GH89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07679	0.356243	0.614177	0	0.781498	1.14366	1.03176	0.966887	0	0.799006	1.09412	0	0	0	0.298531	0.125763	0	0.54281	0.603008	0.782275	0.422592	0	0.732974	0.237856
GH9	0.31544	0.137509	0.0860576	0.209534	0	0	0.273694	1.42825	1.14003	0	0	0.370685	0	0	0	12.5625	6.76862	6.44886	1.48282	5.47049	2.28732	2.57941	4.35099	0	3.99503	2.6259	0	0.258772	0.550131	0.298531	4.40169	2.26548	3.12116	0	2.86834	0.986049	0.654221	1.46595	0.713567
GH92	0.788599	0.275019	0.172115	0.209534	0	0.339995	0	0.476083	0	0	0	0	0	0	0	29.0733	12.4685	9.21265	2.96564	7.03348	10.5217	5.41676	14.8256	0	7.99006	11.3789	0	0	0.275066	1.19412	3.26983	0	8.00645	1.50752	2.34683	1.9721	0	2.52469	1.66499
GH93	0.15772	0	0.0860576	0	0	0	0	0	0	0.734247	0	0	0	0	0	0.35893	0	0	0	0	0.457463	0.773822	2.25607	0	0	0	0	0	0.275066	0.895592	0	0	0.814216	0	0.347678	0	0	0.488649	0.237856
GH94	0.0788599	0.0687547	0.0860576	0	0	0	0	0.238041	0	0	0	0	0	0	0	0.35893	0.712486	0.307088	0.370705	0	0	0	0	0	0	0	0	0	0	0	0.50305	0	0.271405	0	0	0	0	0	0.237856
GH95	0.55202	0.618793	0.344231	0	0.663847	0.509993	0	2.61845	0	1.46849	0	0	0	0	0	20.1001	11.756	9.82683	4.81917	5.07974	4.11717	2.83735	4.0287	0	2.39702	3.72002	0	0	2.47559	3.8809	6.79118	1.69911	18.9984	4.52256	9.64806	8.45185	0	7.81839	3.56784
GH96	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0.370705	0	0.457463	0.257941	0.161148	0	0	0.218825	0	0	0	0.895592	0.125763	0	0.407108	0.301504	0.173839	0.422592	0	0.244325	0
GH97	1.10404	0.275019	0.0860576	0.628603	0.442565	0.169998	0	1.90433	0	2.20274	0.507118	0.370685	0.547377	0.663065	1.20576	15.434	8.19359	9.21265	2.59494	4.29824	6.86195	5.15882	9.18543	0	3.99503	10.5036	0.942847	0	1.65039	1.49265	7.16847	2.83185	2.98546	2.71353	2.86834	2.39469	0	3.58343	2.1407
GH98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869195	0	0	0	0
GH99	0	0.0687547	0.516346	0.419069	0	0.169998	0	2.8565	0	0.734247	3.54982	0	1.09475	1.9892	0.602881	2.51251	2.84995	0.921265	6.30199	0.781498	9.83546	9.54381	5.31788	0	0	1.09412	0	0.517544	1.37533	2.08972	2.13796	0.56637	3.66397	2.11053	4.51981	3.38074	0.654221	3.09478	3.09212
GT1	0	0.206264	0.344231	0	0.663847	0.169998	0.273694	0.952165	0	0.367124	0.507118	0	0	0.663065	0	0.71786	0.356243	0	1.11212	0.390749	0.914926	0.773822	1.12803	0	1.59801	0.218825	0	0.258772	0.275066	0	0.125763	2.26548	0.135703	0	0.347678	0.281728	0	0.732974	0.475711
GT10	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35703	0.904511	1.65147	0.281728	0	0.162883	0
GT102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GT104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0
GT107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781498	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0	0	0	0	0
GT11	0.23658	0	0.172115	0	0	0.339995	0	0	0	0	0	0	0	0	0	0	0	0.307088	0	0.781498	0	0	0.161148	0	0	0	0	0	0	0	0	0	1.35703	0.301504	0.434597	0	0	0.651533	0
GT14	0	0	0	0	0.221282	0.169998	0	0	0	0	0	0	0	0	0	1.43572	0.356243	1.53544	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0.56637	0	0	0.0869195	0	0	0	0
GT17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275066	0	0	0	1.49273	3.01504	1.12995	0.563456	0	0.0814416	0
GT19	0.23658	0.275019	0.344231	0.419069	0	0.169998	0.273694	0.476083	0	0	0	0.370685	0	0	0	0	0	0	0	0	0	0.257941	0.644591	0	0	0	0	0.258772	0.275066	0	0	1.13274	0.135703	0	0.260758	0.140864	0.654221	0.244325	0
GT20	0	0.0687547	0.258173	0.209534	0.221282	0	0.273694	0	0.570015	0	0	0	0	0	0	0	0.356243	0	0	0.781498	0.228732	0	0	0	0	0	0	0	0	0	0.125763	0	0.135703	0	0	0.281728	0	0	0
GT21	0.15772	0.0687547	0.516346	0.628603	0.221282	0.169998	1.36847	0.238041	0	0	0.507118	0	0.547377	0	0	0.35893	0	0	0.370705	0.390749	1.82985	1.2897	0.483443	0.708048	0.799006	1.53177	0	1.03509	1.37533	0.895592	0.628813	0	2.17124	1.20602	1.12995	1.26778	0.654221	1.22162	0.951423
GT22	0.15772	0.0687547	0.0860576	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0.614177	0.370705	0	0	0.257941	0.805739	0	0	0.43765	0	0.258772	0.275066	0.298531	0.251525	0	0	0	0.0869195	0	0	0.162883	0
GT23	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218825	0.942847	0	0	0	0	0	2.17124	0	1.04303	1.12691	0	0	0
GT25	0	0.0687547	0	0	0	0.169998	0	0	0	0	0	0	0	0	0	0.35893	0.712486	0.614177	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0.949918	0	1.82531	0.422592	0	0.977299	0.237856
GT26	0.23658	0.481283	0.344231	0.419069	0.442565	0.679991	0.273694	0.714124	0	0.367124	0.507118	0.370685	0	0	0.602881	0.35893	0.712486	0.614177	0.370705	1.563	0.457463	1.03176	0.483443	0.236016	0	0.43765	0.942847	0.517544	0.275066	0.298531	0.50305	1.13274	0.949918	0	1.21687	0.140864	0	0.325766	0.951423
GT27	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0.301504	0	0	0	0	0
GT28	4.65274	4.4003	3.61442	4.60976	3.98308	4.07995	6.84235	4.99887	2.28006	2.56987	1.52135	3.70685	3.28426	7.29372	4.22017	3.23037	6.41238	7.06303	8.15551	14.4577	7.09068	6.44852	6.44591	1.88813	8.78907	4.3765	7.54277	3.6228	4.67612	1.19412	4.40169	6.79644	4.47819	3.61805	4.60673	4.22592	3.92532	4.23496	4.51926
GT29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0.325766	0.237856
GT2_Glyco_tranf_2_3	0.788599	1.16883	0.774519	0.209534	0.663847	0.679991	1.09478	0.714124	0	0	0	0	1.09475	0.663065	0.602881	1.79465	2.13746	1.53544	4.07776	5.86123	2.51605	1.80559	0.805739	0.472032	0	0.218825	0	1.55263	1.10026	0.597061	2.26373	3.39822	1.22132	1.50752	1.12995	0.704321	2.61688	0.488649	0.237856
GT2_Glyco_tranf_2_4	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0.370705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT2_Glyco_tranf_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244325	0
GT2_Glyco_trans_2_3	0.23658	0.137509	0.172115	0.419069	0.221282	0	0	0	0	0	0	0.370685	1.09475	0	0	0.71786	0	0	0.370705	1.17225	1.14366	1.03176	0.644591	0	0.799006	0.43765	0.942847	0.258772	0	0.597061	0.377288	0	0.271405	0	0.260758	0	0	0.244325	0.237856
GT2_Glycos_transf_2	9.38433	10.8632	11.2735	9.42905	9.51514	8.15989	9.3056	9.99774	12.5403	10.6466	12.1708	8.15506	10.4002	11.2721	10.249	16.5108	11.756	14.7402	13.3454	22.6634	18.2985	17.282	15.309	4.95634	14.3821	11.1601	9.42847	14.2324	10.4525	9.25445	12.9535	11.8938	33.1114	13.8692	27.2058	25.4964	15.0471	10.1802	7.84924
GT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT30	4.57388	4.81283	3.95865	3.35255	4.20436	3.39995	6.29496	4.0467	5.13014	1.46849	3.54982	1.85342	2.18951	1.9892	2.41153	2.51251	5.34365	4.91341	6.30199	7.81498	4.11717	3.35323	3.7064	0.944064	2.39702	3.06355	3.77139	2.07017	3.02572	2.68678	3.26983	8.49556	1.62843	1.80902	2.6945	2.81728	6.54221	2.36181	2.85427
GT31	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140864	0	0	0
GT32	0.0788599	0.0687547	0	0	0	0.509993	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0.218825	0	0.258772	0.275066	0	0	0	5.021	0	4.43289	5.77543	0	1.14018	0
GT35	0.0788599	0	0	0.209534	0.221282	0	0	0.476083	0	0	0	0	0	0	0	0	0	0	0	0	0.457463	0.773822	0	0	0	0	0	0	0	0	0	0.56637	0.135703	0.603008	0.0869195	0	0	0.0814416	0
GT39	0.31544	0.756302	1.63509	0.419069	1.99154	1.35998	0.547388	0.714124	0	1.10137	2.02847	0.741369	0.547377	1.9892	4.22017	0	0.712486	0	0.74141	1.17225	10.0642	8.2541	2.73951	0	0.799006	2.40707	0	1.29386	0.550131	2.38825	0.754575	0	1.89984	2.41203	3.1291	1.9721	0	1.62883	1.42713
GT4	8.43801	9.62566	11.876	7.3337	8.85129	8.83988	15.0532	13.0923	13.1104	15.0521	17.242	14.8274	18.0635	21.8812	18.6893	9.33218	12.8248	12.5906	13.3454	19.9282	30.8788	27.0838	18.532	4.4843	21.5732	16.8495	10.3713	12.6798	12.653	11.6427	13.5824	11.8938	27.4119	20.5023	23.0337	19.4392	12.4302	13.6007	12.6064
GT41	0	0.0687547	0.0860576	0	0.221282	0	0.273694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0.237856
GT47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08562	0	0.434597	0.422592	0	0	0
GT5	0.31544	0.0687547	0.258173	0	0.663847	0.339995	0.273694	0.238041	0	0	0	0	0	0	0	0	1.06873	1.22835	1.11212	1.563	1.37239	3.09529	2.09492	0	0	0.8753	0	0	0.275066	0	0.125763	0.56637	1.49273	0.603008	0.521517	0.281728	1.30844	0.977299	0.475711
GT51	12.5387	11.8258	12.6505	8.38138	11.728	13.0898	21.0744	9.04557	5.70015	9.17809	8.11388	9.26712	6.02115	10.609	9.6461	23.6894	19.9496	27.945	19.2767	53.9234	16.4687	17.282	20.6269	2.83219	27.1662	19.2566	20.7426	15.7851	14.8535	10.7471	20.6251	19.2566	12.3489	7.53759	10.6042	7.60666	9.81331	10.8317	11.8928
GT53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GT55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457463	0.257941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT59	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125763	0	0.54281	0	0.0869195	0	0	0.0814416	0
GT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62843	0.603008	1.99915	2.25383	0	0	0
GT60	0.0788599	0.137509	0.172115	0	0.221282	0.169998	0	0	0	0.367124	0	0	0	0	0	0	0.356243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271405	0	0	0.140864	0	0.814416	0.237856
GT66	2.20808	2.33766	2.2375	2.93348	0.885129	1.69998	1.64216	0.714124	0	0.367124	0	0	1.64213	2.65226	3.01441	0.35893	0.356243	0.307088	0.370705	1.17225	6.86195	9.80175	1.77263	0.236016	6.39205	1.31295	2.82854	2.07017	0.825197	1.49265	0.251525	0	1.62843	3.91955	1.04303	1.12691	4.57955	1.79171	1.18928
GT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GT71	0	0	0	0	0	0.169998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869195	0	0	0	0
GT73	0	0	0.0860576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GT74	0	0.0687547	0	0	0	0.169998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66397	0.904511	3.21602	2.95815	0	0	0
GT75	0.15772	0	0	0	0	0	0	0	0	0.367124	0	0	0	0	0	0	0	0	0	0	0.228732	0.257941	0	0	0	0	0	0	0	0	0	0	0	0	0.173839	0.281728	0	0	0
GT76	0.0788599	0.206264	0.0860576	0	0	0	0.547388	0	0	0	0.507118	0	0.547377	0.663065	0	0	0.356243	0.307088	0.74141	0.781498	1.37239	1.2897	0.161148	0	0	0.43765	0	0.517544	0	0.298531	0.125763	0	0.678513	0	0.434597	0.563456	0	0.244325	0
GT77	0	0	0.0860576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0
GT8	0.0788599	0	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781498	0	0	0	0	0	0	0	0	0	0	0	0.56637	0.135703	0	0.0869195	0.140864	0	0.162883	0
GT81	0	0.0687547	0.0860576	0.419069	0.221282	0.169998	0.547388	0.238041	0.570015	0	0	0	0	0	0	0	0	0.307088	0	0.781498	0.686195	0.257941	0.161148	0.236016	0.799006	0.218825	0	0.258772	0	0.298531	0.251525	0	0	0.603008	0	0.281728	0	0.0814416	0.713567
GT83	3.62756	4.26279	5.59375	0.838138	2.65539	2.88996	11.7688	7.61732	3.42009	5.50685	11.1566	2.96548	13.1371	14.5874	19.2922	13.6393	12.8248	9.51974	26.6908	11.3317	61.0713	60.1002	36.9028	0.708048	14.3821	11.3789	11.3142	5.43421	10.1774	6.56768	11.5702	7.36282	17.2342	17.4872	22.2514	14.2273	11.776	16.1254	10.7035
GT84	0.0788599	0	0.344231	0	0	0.169998	0.273694	0	0	0.367124	0	0	0	0	0	0	0.356243	0.307088	0	0.781498	0	0	0	0	0	0	0	0	0.275066	0	0.50305	0.56637	0	0	0.0869195	0	0	0.162883	0
GT87	0.23658	0.206264	0.258173	0	0.442565	0.169998	0	0	0	0	0	0.741369	0.547377	1.9892	1.20576	0.35893	2.13746	0.307088	3.33635	0.390749	1.14366	2.06353	0.966887	0	0.799006	0.218825	0	0.258772	0.825197	0.895592	0.754575	0.56637	0.407108	0.904511	1.21687	0.281728	0	0.977299	0.713567
GT89	0.867459	1.5126	1.37692	0.209534	0.442565	0.339995	2.46325	1.42825	0	0	1.01424	0.741369	0.547377	0	0	1.43572	1.78122	0.307088	4.07776	0	4.57463	3.35323	2.41722	0	1.59801	0.218825	0	1.29386	0.275066	0.298531	1.50915	0	0.949918	1.50752	1.39071	0.704321	1.96266	2.44325	0.713567
GT9	0.946319	2.33766	1.72115	1.88581	0.663847	1.35998	5.47388	2.14237	3.42009	1.10137	1.01424	3.70685	1.64213	1.9892	2.41153	1.79465	4.27492	1.22835	2.59494	1.563	5.03209	3.61117	4.67329	0.708048	0	2.6259	0.942847	2.58772	3.57585	2.38825	1.63491	1.69911	2.71405	4.52256	2.52066	3.09901	3.2711	2.9319	2.37856
GT90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407108	0.603008	0.608436	0	0	0.244325	0
GT92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298531	0	0	1.89984	1.20602	0.869195	0.281728	0	0.0814416	0
GT94	0	0	0.172115	0	0	0	0	0	0	0	0	0	0	0	0.602881	0	0	0	0	0.390749	0	0.257941	0	0	0	0	0	0	0	0	0.125763	0	0	0	0.173839	0.140864	0	0	0
GT96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140864	0	0	0
PL1	0.0788599	0	0	0	0	0	0	0.714124	0	0	0	0.370685	0	0	0	0	0	0	0.74141	1.563	0	0	0	0	0	0	0	0.258772	0.275066	0.597061	0.377288	0	0.135703	0.603008	0.347678	0.704321	0	0.814416	0.475711
PL10	0	0	0	0	0	0	0	0.238041	0	0.367124	0	0	0	0	0	0	0	0	0.370705	0	0.457463	0	0	0	0	0.218825	0	0	0	0.298531	0.377288	0	0.54281	0.904511	0.434597	0.704321	0.654221	0.407208	0
PL10_1	0	0	0	0	0	0	0.273694	1.19021	0	0.367124	0	0	0	0	0	0.35893	0.356243	0.307088	1.11212	0.390749	0	0.257941	0.483443	0	0	0.218825	0	0	0.275066	0.895592	0.50305	0	1.35703	1.80902	1.39071	0.704321	0	1.30307	1.18928
PL10_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298531	0.628813	0	0.949918	0.603008	1.47763	0.563456	0	0.651533	0.237856
PL10_3	0.0788599	0.137509	0.258173	0	0	0.169998	0	0.476083	0	0	0	0	0	0	0	0.71786	0.356243	0.614177	0.370705	0.781498	0.686195	0.515882	0.966887	0	0	0.43765	0	0	1.10026	1.19412	0.50305	0	1.62843	0.603008	0.782275	0.704321	0	0.732974	0.237856
PL11	0	0	0	0	0	0	0	1.90433	0	0.367124	0	0	0	0	0	0.35893	0.356243	0	0	0	1.14366	0.773822	0.644591	0	0	0	0	0	0.275066	0.895592	1.0061	0	3.39257	2.71353	2.17299	2.11296	0	1.54739	0.237856
PL11_1	0	0.137509	0.0860576	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0.356243	0	0.370705	0.781498	0.228732	0	0.161148	0	0	0	0	0	0	0.895592	0.377288	0.56637	1.22132	0.904511	1.12995	0.845185	0	0.814416	0.237856
PL11_2	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301504	0.0869195	0.704321	0	0.244325	0.475711
PL12	0.15772	0	0.258173	0.209534	0	0	0	0.476083	0	0.734247	0	0	0	0.663065	0	1.79465	1.42497	1.22835	0	1.17225	0.686195	0.257941	0.322296	0	0	0.8753	0.942847	0	0	0.298531	0.628813	0	0.814216	0.603008	0.956114	0.845185	0	0.488649	0.475711
PL12_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0	0	0	0	0	0	0.218825	0	0	0	0	0	0	0.135703	0	0.173839	0	0	0.0814416	0.237856
PL12_3	0.23658	0.275019	0.516346	0	0.442565	0.169998	0	0.238041	0	0.367124	1.01424	0.370685	0	0	0.602881	0	0.356243	0	0.370705	0	0	0.257941	0	0	0	0	0	0	0	0	0.251525	0	0.271405	0.301504	0.347678	0.422592	0	0.407208	0.475711
PL14	0.0788599	0.137509	0.774519	0.419069	0	0.169998	0.273694	1.19021	0	1.46849	0.507118	0	0.547377	0.663065	0.602881	1.79465	2.13746	2.7638	2.22423	2.73524	0.457463	0.257941	0.161148	0	0	0	0	0.776315	0.825197	0.597061	1.50915	1.13274	2.57835	1.50752	1.30379	0.845185	0	0.895857	0
PL14_3	0.0788599	0.206264	0.0860576	0	0.221282	0.169998	0.273694	0.714124	0	0.734247	0	0	0	0	0	2.15358	1.06873	2.14962	0	1.17225	0.457463	0.257941	0.805739	0	0	0.218825	0	0.258772	0	0	1.0061	0	0.678513	0.301504	0.173839	0.563456	0	0.488649	0
PL15	0.0788599	0.137509	0.0860576	0	0	0	0	0.476083	0	0	0.507118	0.370685	0.547377	0.663065	0	0.35893	0	0	2.22423	0	0.686195	0.773822	0.161148	0	0.799006	0.656475	0	0	0.825197	0.895592	0.50305	0	1.89984	1.50752	1.12995	0.986049	0	0.895857	0.713567
PL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	1.42497	0.921265	0.370705	2.73524	0.686195	0.257941	0.483443	0	0	0	0	0	0	0.298531	0.880338	0.56637	0.54281	0	0.260758	0.281728	0	0.162883	0
